344417,        ,23850    ,0      ,0.000  ,0.000  ,0  ,1        
34250c,IBE3475 ,17825    ,0      ,0.000  ,0.000  ,0  ,2        
344417,        ,23850    ,0      ,0.000  ,0.000  ,0  ,4        
34250c,IBE3475 ,17825    ,0      ,0.000  ,0.000  ,0  ,2        
344417,        ,23875    ,401    ,40.976 ,-2.622 ,75 ,6        
34250c,IBE3475 ,17825    ,362    ,0.000  ,0.000  ,250,5        
344417,        ,23875    ,401    ,40.976 ,-2.622 ,75 ,8        
34250c,IBE3475 ,17825    ,362    ,0.000  ,0.000  ,250,5        
344417,        ,23875    ,401    ,40.976 ,-2.622 ,75 ,10       
34250c,IBE3475 ,17800    ,362    ,0.000  ,0.000  ,250,8        
344417,        ,23875    ,401    ,40.976 ,-2.622 ,75 ,13       
34250c,IBE3475 ,17800    ,360    ,0.000  ,0.000  ,250,10       
344417,        ,23900    ,401    ,40.976 ,-2.620 ,75 ,18       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,12       
344417,        ,23900    ,401    ,40.976 ,-2.620 ,75 ,24       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,12       
344417,        ,23900    ,401    ,40.976 ,-2.620 ,75 ,27       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,12       
344417,        ,23900    ,401    ,40.976 ,-2.620 ,75 ,27       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,15       
344417,        ,23925    ,401    ,40.977 ,-2.617 ,75 ,31       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,17       
344417,        ,23925    ,401    ,40.977 ,-2.617 ,75 ,33       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,17       
344417,        ,23925    ,401    ,40.977 ,-2.617 ,75 ,38       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,18       
344417,        ,23925    ,401    ,40.977 ,-2.617 ,75 ,42       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,18       
344417,        ,23950    ,401    ,40.977 ,-2.617 ,75 ,47       
34250c,IBE3475 ,17775    ,360    ,0.000  ,0.000  ,250,18       
344417,        ,23950    ,402    ,40.977 ,-2.617 ,75 ,50       
34250c,IBE3475 ,17750    ,360    ,0.000  ,0.000  ,250,20       
344417,        ,23950    ,402    ,40.977 ,-2.614 ,75 ,53       
34250c,IBE3475 ,17725    ,360    ,40.763 ,-2.426 ,250,21       
344417,        ,23950    ,402    ,40.977 ,-2.615 ,75 ,61       
34250c,IBE3475 ,17725    ,360    ,40.763 ,-2.426 ,250,22       
344417,        ,23975    ,402    ,40.977 ,-2.615 ,75 ,62       
34250c,IBE3475 ,17725    ,360    ,40.763 ,-2.427 ,250,23       
344417,        ,23975    ,402    ,40.977 ,-2.614 ,75 ,66       
34250c,IBE3475 ,17725    ,358    ,40.763 ,-2.427 ,250,24       
344417,        ,23975    ,402    ,40.977 ,-2.614 ,75 ,69       
34250c,IBE3475 ,17725    ,358    ,40.763 ,-2.428 ,250,25       
344417,        ,23975    ,402    ,40.978 ,-2.612 ,75 ,70       
34250c,IBE3475 ,17725    ,358    ,40.763 ,-2.428 ,250,27       
344417,        ,24000    ,402    ,40.978 ,-2.612 ,75 ,73       
34250c,IBE3475 ,17700    ,358    ,40.763 ,-2.428 ,250,28       
344417,        ,24000    ,402    ,40.978 ,-2.612 ,75 ,75       
34250c,IBE3475 ,17700    ,358    ,40.762 ,-2.430 ,250,32       
344417,        ,24000    ,402    ,40.978 ,-2.610 ,75 ,79       
34250c,IBE3475 ,17700    ,358    ,40.762 ,-2.430 ,250,32       
344417,        ,24025    ,402    ,40.978 ,-2.610 ,75 ,81       
34250c,IBE3475 ,17700    ,358    ,40.762 ,-2.430 ,250,32       
344417,        ,24025    ,402    ,40.978 ,-2.609 ,75 ,90       
34250c,IBE3475 ,17700    ,358    ,40.762 ,-2.430 ,250,33       
344417,        ,24025    ,402    ,40.978 ,-2.609 ,75 ,93       
34250c,IBE3475 ,17700    ,356    ,40.762 ,-2.432 ,250,35       
344417,IBE31WF ,24025    ,402    ,40.978 ,-2.609 ,75 ,95       
34250c,IBE3475 ,17700    ,356    ,40.762 ,-2.432 ,250,35       
344417,IBE31WF ,24050    ,402    ,40.978 ,-2.609 ,75 ,96       
34250c,IBE3475 ,17675    ,356    ,40.762 ,-2.432 ,250,38       
344417,IBE31WF ,24050    ,402    ,40.979 ,-2.607 ,75 ,98       
34250c,IBE3475 ,17675    ,356    ,40.762 ,-2.432 ,250,39       
344417,IBE31WF ,24075    ,402    ,40.979 ,-2.607 ,75 ,103      
34250c,IBE3475 ,17675    ,355    ,40.761 ,-2.434 ,250,41       
344417,IBE31WF ,24075    ,402    ,40.979 ,-2.605 ,75 ,105      
34250c,IBE3475 ,17675    ,355    ,40.761 ,-2.434 ,250,42       
344417,IBE31WF ,24075    ,402    ,40.979 ,-2.604 ,75 ,110      
34250c,IBE3475 ,17675    ,355    ,40.761 ,-2.434 ,250,42       
344417,IBE31WF ,24100    ,402    ,40.979 ,-2.604 ,75 ,111      
34250c,IBE3475 ,17650    ,355    ,40.761 ,-2.434 ,250,44       
344417,IBE31WF ,24100    ,402    ,40.979 ,-2.604 ,75 ,114      
34250c,IBE3475 ,17650    ,355    ,40.761 ,-2.436 ,250,46       
344417,IBE31WF ,24100    ,402    ,40.979 ,-2.604 ,75 ,120      
34250c,IBE3475 ,17650    ,355    ,40.761 ,-2.436 ,250,46       
344417,IBE31WF ,24125    ,402    ,40.979 ,-2.603 ,75 ,125      
34250c,IBE3475 ,17650    ,355    ,40.761 ,-2.436 ,250,46       
344417,IBE31WF ,24125    ,402    ,40.979 ,-2.603 ,75 ,128      
34250c,IBE3475 ,17650    ,355    ,40.760 ,-2.437 ,250,48       
344417,IBE31WF ,24125    ,402    ,40.980 ,-2.601 ,75 ,131      
34250c,IBE3475 ,17650    ,354    ,40.760 ,-2.437 ,250,50       
344417,IBE31WF ,24150    ,402    ,40.980 ,-2.600 ,75 ,133      
34250c,IBE3475 ,17650    ,354    ,40.760 ,-2.437 ,250,50       
344417,IBE31WF ,24150    ,402    ,40.980 ,-2.600 ,75 ,136      
34250c,IBE3475 ,17625    ,354    ,40.760 ,-2.437 ,250,54       
344417,IBE31WF ,24150    ,402    ,40.980 ,-2.600 ,75 ,139      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,56       
344417,IBE31WF ,24150    ,402    ,40.980 ,-2.600 ,75 ,144      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,56       
344417,IBE31WF ,24175    ,402    ,40.980 ,-2.597 ,75 ,146      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,56       
344417,IBE31WF ,24175    ,402    ,40.980 ,-2.597 ,75 ,155      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,57       
344417,IBE31WF ,24175    ,402    ,40.981 ,-2.596 ,75 ,158      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,58       
344417,IBE31WF ,24175    ,402    ,40.981 ,-2.596 ,75 ,160      
34250c,IBE3475 ,17625    ,353    ,40.760 ,-2.440 ,250,58       
344417,IBE31WF ,24200    ,402    ,40.981 ,-2.595 ,75 ,164      
34250c,IBE3475 ,17600    ,353    ,40.760 ,-2.440 ,250,62       
344417,IBE31WF ,24200    ,402    ,40.981 ,-2.595 ,75 ,164      
34250c,IBE3475 ,17600    ,353    ,40.759 ,-2.443 ,250,65       
344417,IBE31WF ,24225    ,402    ,40.981 ,-2.594 ,75 ,171      
34250c,IBE3475 ,17600    ,353    ,40.759 ,-2.443 ,250,65       
344417,IBE31WF ,24225    ,402    ,40.981 ,-2.594 ,75 ,174      
34250c,IBE3475 ,17600    ,353    ,40.759 ,-2.443 ,250,65       
344417,IBE31WF ,24225    ,402    ,40.981 ,-2.594 ,75 ,176      
34250c,IBE3475 ,17600    ,353    ,40.759 ,-2.443 ,250,65       
